projection_function	clustering_algorithm	n_cubes	perc_overlap	unclustered_samples	num_clusters	num_edges	num_connected_components	std_dev_cluster_sizes	combined_score
PCA(n_components=1, random_state=0)	AgglomerativeClustering(distance_threshold=30.0, n_clusters=None)	30	0.1	1	28	23	5	44.16729559300637	0.61
PCA(n_components=1, random_state=0)	AgglomerativeClustering(distance_threshold=30.0, n_clusters=None)	30	0.25	1	28	26	2	55.9045743081139	0.67
PCA(n_components=1, random_state=0)	AgglomerativeClustering(distance_threshold=30.0, n_clusters=None)	30	0.5	0	30	29	1	74.03134471289846	0.6799999999999999
PCA(n_components=1, random_state=0)	AgglomerativeClustering(distance_threshold=30.0, n_clusters=None)	30	0.75	0	30	84	1	140.43692138782055	0.12999999999999995
PCA(n_components=1, random_state=0)	AgglomerativeClustering(distance_threshold=30.0, n_clusters=None)	50	0.1	6	42	26	16	27.738412015358538	0.0
PCA(n_components=1, random_state=0)	AgglomerativeClustering(distance_threshold=30.0, n_clusters=None)	50	0.25	4	44	37	7	31.131046327654094	0.15999999999999992
PCA(n_components=1, random_state=0)	AgglomerativeClustering(distance_threshold=30.0, n_clusters=None)	50	0.5	2	46	44	2	45.89412077119529	0.2799999999999999
PCA(n_components=1, random_state=0)	AgglomerativeClustering(distance_threshold=30.0, n_clusters=None)	50	0.75	0	50	143	1	88.06130591809321	0.0
PCA(n_components=1, random_state=0)	AgglomerativeClustering(distance_threshold=50.0, n_clusters=None)	5	0.1	0	5	4	1	218.98620961147302	0.9000000000000001
PCA(n_components=1, random_state=0)	AgglomerativeClustering(distance_threshold=50.0, n_clusters=None)	5	0.25	0	5	4	1	244.71093150899492	0.9000000000000001
PCA(n_components=1, random_state=0)	AgglomerativeClustering(distance_threshold=50.0, n_clusters=None)	5	0.5	0	5	4	1	301.16812580351194	0.9000000000000001
PCA(n_components=1, random_state=0)	AgglomerativeClustering(distance_threshold=50.0, n_clusters=None)	5	0.75	0	5	9	1	229.34916612013222	0.95
PCA(n_components=1, random_state=0)	AgglomerativeClustering(distance_threshold=50.0, n_clusters=None)	10	0.1	0	10	8	2	120.83794933711842	0.96
PCA(n_components=1, random_state=0)	AgglomerativeClustering(distance_threshold=50.0, n_clusters=None)	10	0.25	0	10	9	1	137.81730660552034	1.0
PCA(n_components=1, random_state=0)	AgglomerativeClustering(distance_threshold=50.0, n_clusters=None)	10	0.5	0	10	9	1	195.74738823289573	1.0
PCA(n_components=1, random_state=0)	AgglomerativeClustering(distance_threshold=50.0, n_clusters=None)	10	0.75	0	10	24	1	302.32029372835694	0.9099999999999999
PCA(n_components=1, random_state=0)	AgglomerativeClustering(distance_threshold=50.0, n_clusters=None)	15	0.1	0	15	13	2	86.85226281194724	0.94
PCA(n_components=1, random_state=0)	AgglomerativeClustering(distance_threshold=50.0, n_clusters=None)	15	0.25	0	15	14	1	104.19929622283125	0.97
PCA(n_components=1, random_state=0)	AgglomerativeClustering(distance_threshold=50.0, n_clusters=None)	15	0.5	0	15	14	1	140.64227276636598	0.97
PCA(n_components=1, random_state=0)	AgglomerativeClustering(distance_threshold=50.0, n_clusters=None)	15	0.75	0	15	39	1	242.25958529368177	0.73
PCA(n_components=1, random_state=0)	AgglomerativeClustering(distance_threshold=50.0, n_clusters=None)	20	0.1	0	20	16	4	60.65764584947227	0.82
PCA(n_components=1, random_state=0)	AgglomerativeClustering(distance_threshold=50.0, n_clusters=None)	20	0.25	0	20	18	2	70.84721236576637	0.86
PCA(n_components=1, random_state=0)	AgglomerativeClustering(distance_threshold=50.0, n_clusters=None)	20	0.5	0	20	19	1	110.0413104247673	0.8800000000000001
PCA(n_components=1, random_state=0)	AgglomerativeClustering(distance_threshold=50.0, n_clusters=None)	20	0.75	0	20	54	1	198.18760682747043	0.5299999999999999
PCA(n_components=1, random_state=0)	AgglomerativeClustering(distance_threshold=50.0, n_clusters=None)	30	0.1	1	28	23	5	44.16729559300637	0.61
PCA(n_components=1, random_state=0)	AgglomerativeClustering(distance_threshold=50.0, n_clusters=None)	30	0.25	1	28	26	2	55.9045743081139	0.67
PCA(n_components=1, random_state=0)	AgglomerativeClustering(distance_threshold=50.0, n_clusters=None)	30	0.5	0	30	29	1	74.03134471289846	0.6799999999999999
PCA(n_components=1, random_state=0)	AgglomerativeClustering(distance_threshold=50.0, n_clusters=None)	30	0.75	0	30	84	1	140.43692138782055	0.12999999999999995
PCA(n_components=1, random_state=0)	AgglomerativeClustering(distance_threshold=50.0, n_clusters=None)	50	0.1	6	42	26	16	27.738412015358538	0.0
PCA(n_components=1, random_state=0)	AgglomerativeClustering(distance_threshold=50.0, n_clusters=None)	50	0.25	4	44	37	7	31.131046327654094	0.15999999999999992
PCA(n_components=1, random_state=0)	AgglomerativeClustering(distance_threshold=50.0, n_clusters=None)	50	0.5	2	46	44	2	45.89412077119529	0.2799999999999999
PCA(n_components=1, random_state=0)	AgglomerativeClustering(distance_threshold=50.0, n_clusters=None)	50	0.75	0	50	143	1	88.06130591809321	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=1.0)	5	0.1	492	48	12	37	16.064756110470178	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=1.0)	5	0.25	484	62	30	38	14.501076424934451	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=1.0)	5	0.5	484	149	222	38	18.123494704736128	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=1.0)	5	0.75	484	597	4422	38	18.08332184682399	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=1.0)	10	0.1	524	42	9	34	17.00735135169495	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=1.0)	10	0.25	500	60	37	36	14.54701191157674	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=1.0)	10	0.5	484	132	180	38	18.90681288482783	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=1.0)	10	0.75	484	568	4038	38	18.391024648358894	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=1.0)	15	0.1	561	38	12	29	19.47235059444879	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=1.0)	15	0.25	527	55	30	33	27.709413026044665	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=1.0)	15	0.5	485	139	198	38	18.49934498061949	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=1.0)	15	0.75	484	581	4215	38	18.207102121597725	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=1.0)	20	0.1	596	34	8	26	18.729937363302046	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=1.0)	20	0.25	532	60	39	33	14.611601174713497	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=1.0)	20	0.5	494	125	168	37	19.18960718722507	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=1.0)	20	0.75	484	553	3868	38	18.49943646620657	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=1.0)	30	0.1	638	31	11	20	19.08336495217819	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=1.0)	30	0.25	604	43	25	24	30.32998612610878	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=1.0)	30	0.5	531	119	174	32	19.672715813416833	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=1.0)	30	0.75	484	539	3799	38	18.759489597458295	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=1.0)	50	0.1	695	22	5	17	22.39041264721123	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=1.0)	50	0.25	656	39	29	17	21.171445670255334	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=1.0)	50	0.5	578	119	192	26	16.742663633297557	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=1.0)	50	0.75	496	515	3880	37	17.752679684190213	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=3.0)	5	0.1	59	14	17	3	131.89250415797414	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=3.0)	5	0.25	32	16	34	1	150.84988399067464	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=3.0)	5	0.5	14	29	82	1	203.01128404759666	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=3.0)	5	0.75	12	25	252	1	265.9243020109294	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=3.0)	10	0.1	133	34	41	9	46.823427800658294	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=3.0)	10	0.25	89	34	76	2	58.99458218043076	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=3.0)	10	0.5	33	57	168	1	101.50803815357494	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=3.0)	10	0.75	13	98	1508	1	218.6209534871337	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=3.0)	15	0.1	275	31	40	8	35.36098957561722	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=3.0)	15	0.25	180	47	99	1	48.02202603135072	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=3.0)	15	0.5	74	81	247	2	63.420234943386546	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=3.0)	15	0.75	15	169	2781	1	143.52523964606937	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=3.0)	20	0.1	390	37	48	5	22.20736984389398	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=3.0)	20	0.25	272	57	115	7	22.30479426799634	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=3.0)	20	0.5	106	99	301	1	45.123625942539505	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=3.0)	20	0.75	19	213	3495	1	107.50002580903464	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=3.0)	30	0.1	490	46	27	21	16.923560494498904	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=3.0)	30	0.25	413	63	96	9	29.11163905287147	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=3.0)	30	0.5	219	121	351	3	27.082512224877288	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=3.0)	30	0.75	59	309	5251	1	64.1428588673008	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=3.0)	50	0.1	643	28	9	20	20.517165536025026	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=3.0)	50	0.25	580	48	42	17	20.01925071788541	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=3.0)	50	0.5	392	148	323	10	16.753796327416953	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=3.0)	50	0.75	122	456	7181	3	32.69384909049102	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=5.0)	5	0.1	14	15	24	2	128.62227213390725	0.43
PCA(n_components=2, random_state=0)	DBSCAN(eps=5.0)	5	0.25	2	19	43	1	142.73098109376576	0.59
PCA(n_components=2, random_state=0)	DBSCAN(eps=5.0)	5	0.5	0	23	65	1	214.64419056760758	0.38999999999999996
PCA(n_components=2, random_state=0)	DBSCAN(eps=5.0)	5	0.75	0	25	252	1	266.63507946254936	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=5.0)	10	0.1	61	33	50	4	47.19085762262497	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=5.0)	10	0.25	40	37	89	1	57.31634053760194	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=5.0)	10	0.5	3	59	184	1	99.58827623269285	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=5.0)	10	0.75	0	93	1485	1	221.23925239087615	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=5.0)	15	0.1	118	44	68	4	31.091465638293574	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=5.0)	15	0.25	73	59	139	3	43.95741063818891	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=5.0)	15	0.5	21	89	288	1	61.12418828199013	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=5.0)	15	0.75	0	162	2808	1	144.83130596112332	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=5.0)	20	0.1	183	54	73	12	19.665175712473793	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=5.0)	20	0.25	125	69	161	4	21.241977123198758	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=5.0)	20	0.5	45	112	354	1	42.871432699516625	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=5.0)	20	0.75	2	230	4139	1	104.05372040286997	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=5.0)	30	0.1	293	71	77	11	14.078139405659172	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=5.0)	30	0.25	224	91	195	2	24.7749927480998	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=5.0)	30	0.5	105	159	509	1	24.841165460657674	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=5.0)	30	0.75	12	353	6351	1	61.00556936424353	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=5.0)	50	0.1	524	47	24	25	16.23168606192396	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=5.0)	50	0.25	399	87	121	16	15.325154205862944	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=5.0)	50	0.5	212	203	560	6	14.943383652621787	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=5.0)	50	0.75	53	545	9740	3	30.721138451922208	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=10.0)	5	0.1	11	15	27	1	128.40377287637966	0.52
PCA(n_components=2, random_state=0)	DBSCAN(eps=10.0)	5	0.25	1	19	43	1	142.70307006153072	0.62
PCA(n_components=2, random_state=0)	DBSCAN(eps=10.0)	5	0.5	0	23	65	1	214.64419056760758	0.38999999999999996
PCA(n_components=2, random_state=0)	DBSCAN(eps=10.0)	5	0.75	0	25	252	1	266.63507946254936	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=10.0)	10	0.1	47	34	54	4	46.57127030684346	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=10.0)	10	0.25	30	40	100	1	55.80756557134525	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=10.0)	10	0.5	3	62	196	1	97.99298112434275	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=10.0)	10	0.75	0	94	1503	1	220.69057014316036	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=10.0)	15	0.1	101	47	74	4	30.411364057368214	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=10.0)	15	0.25	61	61	148	1	43.300553344201056	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=10.0)	15	0.5	19	91	296	1	60.579554152823775	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=10.0)	15	0.75	0	165	2873	1	143.9742227719017	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=10.0)	20	0.1	166	57	82	12	19.25006745320412	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=10.0)	20	0.25	101	74	169	5	20.76567587090429	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=10.0)	20	0.5	37	120	387	1	41.89147354242335	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=10.0)	20	0.75	1	233	4200	1	103.54093486611393	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=10.0)	30	0.1	265	76	81	12	13.678813459987317	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=10.0)	30	0.25	194	100	211	5	23.843764384006146	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=10.0)	30	0.5	79	175	557	2	24.03567688385967	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=10.0)	30	0.75	12	367	6652	1	60.15348204422343	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=10.0)	50	0.1	505	52	29	26	15.528402589521193	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=10.0)	50	0.25	375	94	134	17	14.813542340310628	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=10.0)	50	0.5	185	220	610	8	14.511380543878525	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=10.0)	50	0.75	48	582	10462	2	30.058272163252852	0.0
PCA(n_components=2, random_state=0)	BayesianGaussianMixture(random_state=0)	5	0.1	2	21	37	1	113.90066085944228	0.6299999999999999
PCA(n_components=2, random_state=0)	BayesianGaussianMixture(random_state=0)	5	0.25	0	23	54	1	133.77809405842754	0.49999999999999994
PCA(n_components=2, random_state=0)	BayesianGaussianMixture(random_state=0)	5	0.5	0	24	68	1	212.81993888940224	0.3499999999999999
PCA(n_components=2, random_state=0)	BayesianGaussianMixture(random_state=0)	5	0.75	0	25	252	1	266.63507946254936	0.0
PCA(n_components=2, random_state=0)	BayesianGaussianMixture(random_state=0)	10	0.1	13	52	67	11	40.445905871610144	0.0
PCA(n_components=2, random_state=0)	BayesianGaussianMixture(random_state=0)	10	0.25	5	61	139	1	48.615344905487355	0.0
PCA(n_components=2, random_state=0)	BayesianGaussianMixture(random_state=0)	10	0.5	0	79	252	1	90.31630578433976	0.0
PCA(n_components=2, random_state=0)	BayesianGaussianMixture(random_state=0)	10	0.75	0	96	1529	1	219.64331486273124	0.0
PCA(n_components=2, random_state=0)	BayesianGaussianMixture(random_state=0)	15	0.1	25	87	107	22	24.990165855460404	0.0
PCA(n_components=2, random_state=0)	BayesianGaussianMixture(random_state=0)	15	0.25	14	103	238	3	35.99750465268002	0.0
PCA(n_components=2, random_state=0)	BayesianGaussianMixture(random_state=0)	15	0.5	2	136	428	1	52.86995822486492	0.0
PCA(n_components=2, random_state=0)	BayesianGaussianMixture(random_state=0)	15	0.75	0	194	3372	1	136.81163094404187	0.0
PCA(n_components=2, random_state=0)	BayesianGaussianMixture(random_state=0)	20	0.1	43	113	115	37	15.520726266782196	0.0
PCA(n_components=2, random_state=0)	BayesianGaussianMixture(random_state=0)	20	0.25	31	130	247	13	17.86035409841334	0.0
PCA(n_components=2, random_state=0)	BayesianGaussianMixture(random_state=0)	20	0.5	4	193	595	3	35.77048895308933	0.0
PCA(n_components=2, random_state=0)	BayesianGaussianMixture(random_state=0)	20	0.75	0	299	5273	1	95.20291953605819	0.0
PCA(n_components=2, random_state=0)	BayesianGaussianMixture(random_state=0)	30	0.1	95	155	116	61	10.599145902409397	0.0
PCA(n_components=2, random_state=0)	BayesianGaussianMixture(random_state=0)	30	0.25	58	198	339	29	18.245695870931005	0.0
PCA(n_components=2, random_state=0)	BayesianGaussianMixture(random_state=0)	30	0.5	17	304	911	5	20.154946180103117	0.0
PCA(n_components=2, random_state=0)	BayesianGaussianMixture(random_state=0)	30	0.75	2	548	9435	1	52.533414004344785	0.0
PCA(n_components=2, random_state=0)	BayesianGaussianMixture(random_state=0)	50	0.1	182	207	108	122	8.520753171790435	0.0
PCA(n_components=2, random_state=0)	BayesianGaussianMixture(random_state=0)	50	0.25	115	297	408	57	9.126661210882894	0.0
PCA(n_components=2, random_state=0)	BayesianGaussianMixture(random_state=0)	50	0.5	42	490	1311	19	11.079264790057742	0.0
PCA(n_components=2, random_state=0)	BayesianGaussianMixture(random_state=0)	50	0.75	6	1003	16416	3	25.3497668319315	0.0
PCA(n_components=2, random_state=0)	BayesianGaussianMixture(n_components=2, random_state=0)	5	0.1	2	42	68	6	72.07912083165238	0.0
PCA(n_components=2, random_state=0)	BayesianGaussianMixture(n_components=2, random_state=0)	5	0.25	0	46	135	1	70.86103242843839	0.0
PCA(n_components=2, random_state=0)	BayesianGaussianMixture(n_components=2, random_state=0)	5	0.5	0	48	211	1	127.84821050978991	0.0
PCA(n_components=2, random_state=0)	BayesianGaussianMixture(n_components=2, random_state=0)	5	0.75	0	50	949	1	217.61297387793772	0.0
PCA(n_components=2, random_state=0)	BayesianGaussianMixture(n_components=2, random_state=0)	10	0.1	13	104	97	43	25.25821531360445	0.0
PCA(n_components=2, random_state=0)	BayesianGaussianMixture(n_components=2, random_state=0)	10	0.25	5	122	273	17	28.034489690397812	0.0
PCA(n_components=2, random_state=0)	BayesianGaussianMixture(n_components=2, random_state=0)	10	0.5	0	158	609	3	54.146097845302734	0.0
PCA(n_components=2, random_state=0)	BayesianGaussianMixture(n_components=2, random_state=0)	10	0.75	0	192	4681	1	124.3483412942806	0.0
PCA(n_components=2, random_state=0)	BayesianGaussianMixture(n_components=2, random_state=0)	15	0.1	25	174	141	77	15.81567950043595	0.0
PCA(n_components=2, random_state=0)	BayesianGaussianMixture(n_components=2, random_state=0)	15	0.25	14	206	404	31	21.890254467336273	0.0
PCA(n_components=2, random_state=0)	BayesianGaussianMixture(n_components=2, random_state=0)	15	0.5	2	272	979	7	30.88872395767692	0.0
PCA(n_components=2, random_state=0)	BayesianGaussianMixture(n_components=2, random_state=0)	15	0.75	0	388	8948	1	75.30821495611694	0.0
PCA(n_components=2, random_state=0)	BayesianGaussianMixture(n_components=2, random_state=0)	20	0.1	43	226	142	122	9.773417833035015	0.0
PCA(n_components=2, random_state=0)	BayesianGaussianMixture(n_components=2, random_state=0)	20	0.25	31	260	405	58	10.970764673202725	0.0
PCA(n_components=2, random_state=0)	BayesianGaussianMixture(n_components=2, random_state=0)	20	0.5	4	386	1265	20	21.501412196933842	0.0
PCA(n_components=2, random_state=0)	BayesianGaussianMixture(n_components=2, random_state=0)	20	0.75	0	598	12625	1	52.52473673139934	0.0
PCA(n_components=2, random_state=0)	BayesianGaussianMixture(n_components=2, random_state=0)	30	0.1	95	310	145	188	7.31668371339876	0.0
PCA(n_components=2, random_state=0)	BayesianGaussianMixture(n_components=2, random_state=0)	30	0.25	58	396	498	119	12.238335650901728	0.0
PCA(n_components=2, random_state=0)	BayesianGaussianMixture(n_components=2, random_state=0)	30	0.5	17	608	1750	33	12.735106241644647	0.0
PCA(n_components=2, random_state=0)	BayesianGaussianMixture(n_components=2, random_state=0)	30	0.75	2	1096	20264	3	31.213995709053872	0.0
PCA(n_components=2, random_state=0)	BayesianGaussianMixture(n_components=2, random_state=0)	50	0.1	182	414	126	309	6.020082089456016	0.0
PCA(n_components=2, random_state=0)	BayesianGaussianMixture(n_components=2, random_state=0)	50	0.25	115	594	552	226	6.438971179538097	0.0
PCA(n_components=2, random_state=0)	BayesianGaussianMixture(n_components=2, random_state=0)	50	0.5	42	980	2183	102	7.6604787862978005	0.0
PCA(n_components=2, random_state=0)	BayesianGaussianMixture(n_components=2, random_state=0)	50	0.75	6	2006	31609	20	15.948887940465816	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=1.0, n_clusters=None)	5	0.1	2	561	159	429	5.281316560542164	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=1.0, n_clusters=None)	5	0.25	0	822	599	422	4.552506657227009	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=1.0, n_clusters=None)	5	0.5	0	1716	2590	425	5.947358765192783	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=1.0, n_clusters=None)	5	0.75	0	6143	42348	428	6.275764757304685	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=1.0, n_clusters=None)	10	0.1	13	560	174	418	5.248681807300354	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=1.0, n_clusters=None)	10	0.25	5	812	588	418	4.5299060382182885	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=1.0, n_clusters=None)	10	0.5	0	1804	2835	416	5.794787144737236	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=1.0, n_clusters=None)	10	0.75	0	6878	52348	416	5.9410094833673535	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=1.0, n_clusters=None)	15	0.1	25	567	183	420	6.033404786511935	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=1.0, n_clusters=None)	15	0.25	14	824	635	406	8.083412004078141	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=1.0, n_clusters=None)	15	0.5	2	1799	2834	412	5.761729472276735	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=1.0, n_clusters=None)	15	0.75	0	7007	54175	414	5.86802192097245	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=1.0, n_clusters=None)	20	0.1	43	566	172	425	5.302700304895851	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=1.0, n_clusters=None)	20	0.25	31	793	581	398	4.602682719468075	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=1.0, n_clusters=None)	20	0.5	4	1787	2864	398	5.772097749424492	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=1.0, n_clusters=None)	20	0.75	0	7031	55074	402	5.853693515301334	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=1.0, n_clusters=None)	30	0.1	95	534	161	397	5.316485667128664	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=1.0, n_clusters=None)	30	0.25	58	790	607	381	8.161871798663052	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=1.0, n_clusters=None)	30	0.5	17	1826	2952	391	5.716528978552676	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=1.0, n_clusters=None)	30	0.75	2	7248	57970	397	5.7701012791637405	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=1.0, n_clusters=None)	50	0.1	182	472	125	368	5.581256062945052	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=1.0, n_clusters=None)	50	0.25	115	782	573	387	5.437187372292046	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=1.0, n_clusters=None)	50	0.5	42	1767	2806	386	5.134247342824137	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=1.0, n_clusters=None)	50	0.75	6	7264	59254	383	5.42985423046627	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=10.0, n_clusters=None)	5	0.1	2	61	90	1	23.14692564082487	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=10.0, n_clusters=None)	5	0.25	0	81	240	2	18.4150773531272	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=10.0, n_clusters=None)	5	0.5	0	149	637	1	22.819196601228466	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=10.0, n_clusters=None)	5	0.75	0	534	7811	2	22.767215734547804	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=10.0, n_clusters=None)	10	0.1	13	87	122	16	17.27432102088894	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=10.0, n_clusters=None)	10	0.25	5	115	334	2	16.40854588535601	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=10.0, n_clusters=None)	10	0.5	0	205	953	1	20.93115311519428	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=10.0, n_clusters=None)	10	0.75	0	625	14130	1	21.767073320958882	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=10.0, n_clusters=None)	15	0.1	25	112	134	26	16.589927232713666	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=10.0, n_clusters=None)	15	0.25	14	149	372	3	23.87225397206493	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=10.0, n_clusters=None)	15	0.5	2	256	1105	1	19.448033658537145	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=10.0, n_clusters=None)	15	0.75	0	703	16769	1	21.509159117695816	0.0
