projection_function	clustering_algorithm	n_cubes	perc_overlap	unclustered_samples	num_clusters	num_edges	num_connected_components	std_dev_cluster_sizes	combined_score
PCA(n_components=1, random_state=0)	AgglomerativeClustering(distance_threshold=30.0, n_clusters=None)	30	0.25	0	32	28	4	19.1985666375774	0.58
PCA(n_components=1, random_state=0)	AgglomerativeClustering(distance_threshold=30.0, n_clusters=None)	30	0.5	0	34	31	3	29.414411645598957	0.5599999999999999
PCA(n_components=1, random_state=0)	AgglomerativeClustering(distance_threshold=30.0, n_clusters=None)	30	0.75	0	39	102	3	60.387941549200356	0.0
PCA(n_components=1, random_state=0)	AgglomerativeClustering(distance_threshold=30.0, n_clusters=None)	50	0.1	1	52	39	13	9.86933868877982	0.0
PCA(n_components=1, random_state=0)	AgglomerativeClustering(distance_threshold=30.0, n_clusters=None)	50	0.25	1	53	47	6	11.934465646777776	0.08999999999999991
PCA(n_components=1, random_state=0)	AgglomerativeClustering(distance_threshold=30.0, n_clusters=None)	50	0.5	1	53	50	3	17.453370720849367	0.1499999999999999
PCA(n_components=1, random_state=0)	AgglomerativeClustering(distance_threshold=30.0, n_clusters=None)	50	0.75	0	58	156	3	35.80640574022048	0.0
PCA(n_components=1, random_state=0)	AgglomerativeClustering(distance_threshold=50.0, n_clusters=None)	5	0.1	0	5	4	1	80.95282576908603	0.9000000000000001
PCA(n_components=1, random_state=0)	AgglomerativeClustering(distance_threshold=50.0, n_clusters=None)	5	0.25	0	5	4	1	91.16709932865035	0.9000000000000001
PCA(n_components=1, random_state=0)	AgglomerativeClustering(distance_threshold=50.0, n_clusters=None)	5	0.5	0	5	4	1	126.83911068751625	0.9000000000000001
PCA(n_components=1, random_state=0)	AgglomerativeClustering(distance_threshold=50.0, n_clusters=None)	5	0.75	0	5	9	1	142.45420316719336	0.95
PCA(n_components=1, random_state=0)	AgglomerativeClustering(distance_threshold=50.0, n_clusters=None)	10	0.1	0	10	9	1	44.398648628083265	1.0
PCA(n_components=1, random_state=0)	AgglomerativeClustering(distance_threshold=50.0, n_clusters=None)	10	0.25	0	10	9	1	52.98263866588753	1.0
PCA(n_components=1, random_state=0)	AgglomerativeClustering(distance_threshold=50.0, n_clusters=None)	10	0.5	0	10	9	1	74.87082208711215	1.0
PCA(n_components=1, random_state=0)	AgglomerativeClustering(distance_threshold=50.0, n_clusters=None)	10	0.75	0	10	24	1	125.62726614871471	0.9099999999999999
PCA(n_components=1, random_state=0)	AgglomerativeClustering(distance_threshold=50.0, n_clusters=None)	15	0.1	0	15	14	1	29.4542960458327	0.97
PCA(n_components=1, random_state=0)	AgglomerativeClustering(distance_threshold=50.0, n_clusters=None)	15	0.25	0	15	14	1	35.86170969463422	0.97
PCA(n_components=1, random_state=0)	AgglomerativeClustering(distance_threshold=50.0, n_clusters=None)	15	0.5	0	15	14	1	53.38014612194313	0.97
PCA(n_components=1, random_state=0)	AgglomerativeClustering(distance_threshold=50.0, n_clusters=None)	15	0.75	0	15	39	1	97.18207425011856	0.73
PCA(n_components=1, random_state=0)	AgglomerativeClustering(distance_threshold=50.0, n_clusters=None)	20	0.1	0	20	18	2	23.134119823325893	0.86
PCA(n_components=1, random_state=0)	AgglomerativeClustering(distance_threshold=50.0, n_clusters=None)	20	0.25	0	20	19	1	27.6181100005051	0.8800000000000001
PCA(n_components=1, random_state=0)	AgglomerativeClustering(distance_threshold=50.0, n_clusters=None)	20	0.5	0	20	19	1	39.815072522852454	0.8800000000000001
PCA(n_components=1, random_state=0)	AgglomerativeClustering(distance_threshold=50.0, n_clusters=None)	20	0.75	0	20	54	1	75.50668844546158	0.5299999999999999
PCA(n_components=1, random_state=0)	AgglomerativeClustering(distance_threshold=50.0, n_clusters=None)	30	0.1	0	30	26	4	15.203252575974949	0.62
PCA(n_components=1, random_state=0)	AgglomerativeClustering(distance_threshold=50.0, n_clusters=None)	30	0.25	0	30	28	2	18.298178415714865	0.66
PCA(n_components=1, random_state=0)	AgglomerativeClustering(distance_threshold=50.0, n_clusters=None)	30	0.5	0	30	29	1	26.85715298885321	0.6799999999999999
PCA(n_components=1, random_state=0)	AgglomerativeClustering(distance_threshold=50.0, n_clusters=None)	30	0.75	0	30	84	1	51.9613531600383	0.12999999999999995
PCA(n_components=1, random_state=0)	AgglomerativeClustering(distance_threshold=50.0, n_clusters=None)	50	0.1	1	49	38	11	9.529891158317572	0.06999999999999995
PCA(n_components=1, random_state=0)	AgglomerativeClustering(distance_threshold=50.0, n_clusters=None)	50	0.25	1	49	45	4	11.318824368703051	0.20999999999999996
PCA(n_components=1, random_state=0)	AgglomerativeClustering(distance_threshold=50.0, n_clusters=None)	50	0.5	1	49	48	1	16.397549618343817	0.2699999999999999
PCA(n_components=1, random_state=0)	AgglomerativeClustering(distance_threshold=50.0, n_clusters=None)	50	0.75	0	50	144	1	32.339969078525726	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=1.0)	5	0.1	335	45	17	29	6.053832578531463	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=1.0)	5	0.25	283	67	49	33	6.023714921615616	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=1.0)	5	0.5	268	131	190	34	6.631351795961672	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=1.0)	5	0.75	268	443	2769	34	7.57580371983982	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=1.0)	10	0.1	462	39	11	28	2.780130496088164	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=1.0)	10	0.25	390	58	49	25	3.473870529625318	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=1.0)	10	0.5	278	140	220	33	5.003957617399921	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=1.0)	10	0.75	268	522	3828	34	6.918091363186351	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=1.0)	15	0.1	602	21	10	13	1.8491893179950094	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=1.0)	15	0.25	492	46	36	21	2.3463159394490476	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=1.0)	15	0.5	324	137	225	30	3.224592485366282	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=1.0)	15	0.75	268	557	4418	34	5.91569212869684	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=1.0)	20	0.1	664	12	5	8	0.9428090415820634	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=1.0)	20	0.25	603	27	18	14	1.1653431646335017	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=1.0)	20	0.5	414	109	180	23	2.2711935203177727	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=1.0)	20	0.75	268	558	4633	34	4.960233235166872	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=1.0)	30	0.1	718	2	0	2	0.0	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=1.0)	30	0.25	687	8	0	8	0.33071891388307384	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=1.0)	30	0.5	548	61	86	18	1.3848335791437951	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=1.0)	30	0.75	295	533	4556	31	3.40832458314431	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=1.0)	50	0.1	728	0	0	0	0.0	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=1.0)	50	0.25	728	0	0	0	0.0	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=1.0)	50	0.5	701	8	6	4	0.5	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=1.0)	50	0.75	445	338	2691	22	1.6956689629847244	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=3.0)	5	0.1	67	54	74	9	11.79676143044834	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=3.0)	5	0.25	45	57	119	4	17.488121985732867	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=3.0)	5	0.5	17	75	197	4	40.442055118678404	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=3.0)	5	0.75	13	99	993	4	124.78680768701902	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=3.0)	10	0.1	329	57	37	21	2.9346005824710764	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=3.0)	10	0.25	222	86	145	16	4.0379487051977945	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=3.0)	10	0.5	57	174	506	5	8.397124057059491	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=3.0)	10	0.75	15	309	4612	4	39.783610766668616	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=3.0)	15	0.1	546	32	15	20	1.7275343701356567	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=3.0)	15	0.25	404	67	76	18	2.200771447804417	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=3.0)	15	0.5	116	209	530	10	3.875645342023909	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=3.0)	15	0.75	18	513	8181	4	17.152414865984092	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=3.0)	20	0.1	648	15	5	11	1.0198039027185568	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=3.0)	20	0.25	561	37	29	17	1.188574779853839	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=3.0)	20	0.5	261	172	358	22	2.3423451035446323	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=3.0)	20	0.75	44	707	10981	4	8.3194570998752	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=3.0)	30	0.1	718	2	0	2	0.0	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=3.0)	30	0.25	682	9	0	9	0.3142696805273545	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=3.0)	30	0.5	500	79	116	20	1.4092195341967155	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=3.0)	30	0.75	90	814	10919	9	3.942878089959505	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=3.0)	50	0.1	728	0	0	0	0.0	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=3.0)	50	0.25	728	0	0	0	0.0	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=3.0)	50	0.5	700	8	6	4	0.6959705453537527	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=3.0)	50	0.75	333	478	4504	18	1.6812236663301845	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=5.0)	5	0.1	38	27	48	4	24.948231723269885	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=5.0)	5	0.25	27	30	72	3	33.70947773088288	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=5.0)	5	0.5	13	39	99	3	70.1642573621132	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=5.0)	5	0.75	10	62	556	3	178.48076057060203	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=5.0)	10	0.1	108	60	77	11	6.731435376071157	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=5.0)	10	0.25	65	75	191	3	9.96807347930827	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=5.0)	10	0.5	40	95	313	3	20.177066600982876	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=5.0)	10	0.75	11	158	2248	3	68.57550980331455	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=5.0)	15	0.1	245	74	80	13	3.1423786312889317	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=5.0)	15	0.25	148	101	219	6	4.414442792262708	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=5.0)	15	0.5	55	163	533	2	9.40951907739943	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=5.0)	15	0.75	15	264	4400	3	34.85015620992008	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=5.0)	20	0.1	433	52	38	19	1.76881265962568	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=5.0)	20	0.25	281	92	137	10	2.337942158174929	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=5.0)	20	0.5	76	219	702	4	5.460370122591569	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=5.0)	20	0.75	23	388	7041	3	20.390719766564786	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=5.0)	30	0.1	654	14	3	11	0.7319250547113999	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=5.0)	30	0.25	542	39	29	19	0.9857632198328762	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=5.0)	30	0.5	210	214	567	8	2.4520958466995117	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=5.0)	30	0.75	46	663	12401	2	9.446743890468646	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=5.0)	50	0.1	728	0	0	0	0.0	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=5.0)	50	0.25	712	3	0	3	0.4714045207910317	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=5.0)	50	0.5	556	53	63	18	1.044403962497966	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=5.0)	50	0.75	94	965	15438	3	3.464468319865071	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=10.0)	5	0.1	10	24	51	1	27.116518131123613	0.21999999999999995
PCA(n_components=2, random_state=0)	DBSCAN(eps=10.0)	5	0.25	10	24	66	1	36.50948792209134	0.06999999999999992
PCA(n_components=2, random_state=0)	DBSCAN(eps=10.0)	5	0.5	10	25	72	1	73.94322146079384	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=10.0)	5	0.75	5	33	280	2	196.52384504496658	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=10.0)	10	0.1	61	61	79	11	7.477674376585005	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=10.0)	10	0.25	26	74	193	2	10.878714112663749	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=10.0)	10	0.5	10	91	310	1	21.82120980697273	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=10.0)	10	0.75	10	100	1632	1	71.53143644580332	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=10.0)	15	0.1	191	79	92	10	3.3863066288394075	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=10.0)	15	0.25	96	107	242	5	4.8716247545504165	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=10.0)	15	0.5	13	165	549	1	10.290609268573816	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=10.0)	15	0.75	10	215	3980	1	37.29600247980337	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=10.0)	20	0.1	373	62	49	22	1.9057528330195168	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=10.0)	20	0.25	211	108	184	9	2.4924268009361263	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=10.0)	20	0.5	33	224	727	3	6.0397793131691255	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=10.0)	20	0.75	10	358	6900	1	22.245956138739018	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=10.0)	30	0.1	601	24	8	17	0.9492321458245431	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=10.0)	30	0.25	473	54	44	20	1.1030572305063282	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=10.0)	30	0.5	156	245	696	9	2.6273479216137003	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=10.0)	30	0.75	10	667	12694	1	10.357604824586776	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=10.0)	50	0.1	728	0	0	0	0.0	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=10.0)	50	0.25	702	5	0	5	0.39999999999999997	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=10.0)	50	0.5	488	83	114	21	1.1382832596560657	0.0
PCA(n_components=2, random_state=0)	DBSCAN(eps=10.0)	50	0.75	48	1014	16651	3	3.8078603731848353	0.0
PCA(n_components=2, random_state=0)	BayesianGaussianMixture(random_state=0)	5	0.1	1	24	51	1	27.486739227004236	0.48999999999999994
PCA(n_components=2, random_state=0)	BayesianGaussianMixture(random_state=0)	5	0.25	0	25	67	1	37.50532762155265	0.3499999999999999
PCA(n_components=2, random_state=0)	BayesianGaussianMixture(random_state=0)	5	0.5	0	25	72	1	74.71713056588831	0.29999999999999993
PCA(n_components=2, random_state=0)	BayesianGaussianMixture(random_state=0)	5	0.75	0	25	252	1	146.54364537570368	0.0
PCA(n_components=2, random_state=0)	BayesianGaussianMixture(random_state=0)	10	0.1	7	82	95	17	7.8852285488939815	0.0
PCA(n_components=2, random_state=0)	BayesianGaussianMixture(random_state=0)	10	0.25	1	87	219	2	11.19485943596388	0.0
PCA(n_components=2, random_state=0)	BayesianGaussianMixture(random_state=0)	10	0.5	0	96	329	1	22.373680904630383	0.0
PCA(n_components=2, random_state=0)	BayesianGaussianMixture(random_state=0)	10	0.75	0	100	1632	1	72.24179122917703	0.0
PCA(n_components=2, random_state=0)	BayesianGaussianMixture(random_state=0)	15	0.1	22	153	148	37	3.6977409389523332	0.0
PCA(n_components=2, random_state=0)	BayesianGaussianMixture(random_state=0)	15	0.25	7	171	381	5	5.263859602345418	0.0
PCA(n_components=2, random_state=0)	BayesianGaussianMixture(random_state=0)	15	0.5	1	197	666	1	10.79939664848675	0.0
PCA(n_components=2, random_state=0)	BayesianGaussianMixture(random_state=0)	15	0.75	0	222	4090	1	38.07239397330478	0.0
PCA(n_components=2, random_state=0)	BayesianGaussianMixture(random_state=0)	20	0.1	59	195	140	81	2.1979848519948786	0.0
PCA(n_components=2, random_state=0)	BayesianGaussianMixture(random_state=0)	20	0.25	25	239	423	22	2.9078564748279634	0.0
PCA(n_components=2, random_state=0)	BayesianGaussianMixture(random_state=0)	20	0.5	1	325	1079	1	6.401964195630133	0.0
PCA(n_components=2, random_state=0)	BayesianGaussianMixture(random_state=0)	20	0.75	0	380	7283	1	22.794877656360015	0.0
PCA(n_components=2, random_state=0)	BayesianGaussianMixture(random_state=0)	30	0.1	157	233	106	139	1.2049313228208962	0.0
PCA(n_components=2, random_state=0)	BayesianGaussianMixture(random_state=0)	30	0.25	82	315	353	76	1.5041255100597815	0.0
PCA(n_components=2, random_state=0)	BayesianGaussianMixture(random_state=0)	30	0.5	7	539	1577	11	2.975345678396909	0.0
PCA(n_components=2, random_state=0)	BayesianGaussianMixture(random_state=0)	30	0.75	1	793	15065	1	10.809583858764187	0.0
PCA(n_components=2, random_state=0)	BayesianGaussianMixture(random_state=0)	50	0.1	382	167	36	135	0.5635109152583757	0.0
PCA(n_components=2, random_state=0)	BayesianGaussianMixture(random_state=0)	50	0.25	234	304	219	140	0.6649539041154191	0.0
PCA(n_components=2, random_state=0)	BayesianGaussianMixture(random_state=0)	50	0.5	50	755	1693	50	1.3135948143719574	0.0
PCA(n_components=2, random_state=0)	BayesianGaussianMixture(random_state=0)	50	0.75	1	1767	28917	2	4.20776383384966	0.0
PCA(n_components=2, random_state=0)	BayesianGaussianMixture(n_components=2, random_state=0)	5	0.1	1	48	88	10	17.45306205225891	0.0
PCA(n_components=2, random_state=0)	BayesianGaussianMixture(n_components=2, random_state=0)	5	0.25	0	50	145	4	25.34999802761334	0.0
PCA(n_components=2, random_state=0)	BayesianGaussianMixture(n_components=2, random_state=0)	5	0.5	0	50	190	4	53.192691227272945	0.0
PCA(n_components=2, random_state=0)	BayesianGaussianMixture(n_components=2, random_state=0)	5	0.75	0	50	869	1	137.7108565073938	0.0
PCA(n_components=2, random_state=0)	BayesianGaussianMixture(n_components=2, random_state=0)	10	0.1	7	164	120	72	5.3799254233656075	0.0
PCA(n_components=2, random_state=0)	BayesianGaussianMixture(n_components=2, random_state=0)	10	0.25	1	174	355	22	7.458556832421405	0.0
PCA(n_components=2, random_state=0)	BayesianGaussianMixture(n_components=2, random_state=0)	10	0.5	0	192	784	2	14.23096621124355	0.0
PCA(n_components=2, random_state=0)	BayesianGaussianMixture(n_components=2, random_state=0)	10	0.75	0	200	4204	1	52.31404304773241	0.0
PCA(n_components=2, random_state=0)	BayesianGaussianMixture(n_components=2, random_state=0)	15	0.1	22	306	166	167	2.5804104501672582	0.0
PCA(n_components=2, random_state=0)	BayesianGaussianMixture(n_components=2, random_state=0)	15	0.25	7	342	554	69	3.5878908722325367	0.0
PCA(n_components=2, random_state=0)	BayesianGaussianMixture(n_components=2, random_state=0)	15	0.5	1	394	1415	4	7.197760569876099	0.0
PCA(n_components=2, random_state=0)	BayesianGaussianMixture(n_components=2, random_state=0)	15	0.75	0	444	9772	2	25.08397146672477	0.0
PCA(n_components=2, random_state=0)	BayesianGaussianMixture(n_components=2, random_state=0)	20	0.1	59	388	158	258	1.5583813556963917	0.0
PCA(n_components=2, random_state=0)	BayesianGaussianMixture(n_components=2, random_state=0)	20	0.25	25	477	560	145	2.061492851980492	0.0
PCA(n_components=2, random_state=0)	BayesianGaussianMixture(n_components=2, random_state=0)	20	0.5	1	650	2014	19	4.242021679458285	0.0
PCA(n_components=2, random_state=0)	BayesianGaussianMixture(n_components=2, random_state=0)	20	0.75	0	760	16161	2	15.082611328071946	0.0
PCA(n_components=2, random_state=0)	BayesianGaussianMixture(n_components=2, random_state=0)	30	0.1	157	464	112	364	0.8825134989350678	0.0
PCA(n_components=2, random_state=0)	BayesianGaussianMixture(n_components=2, random_state=0)	30	0.25	82	629	443	299	1.0759440279917287	0.0
PCA(n_components=2, random_state=0)	BayesianGaussianMixture(n_components=2, random_state=0)	30	0.5	7	1078	2594	85	2.0693670381194815	0.0
PCA(n_components=2, random_state=0)	BayesianGaussianMixture(n_components=2, random_state=0)	30	0.75	1	1586	29107	4	7.3432281050598105	0.0
PCA(n_components=2, random_state=0)	BayesianGaussianMixture(n_components=2, random_state=0)	50	0.1	382	327	40	291	0.4460640653630539	0.0
PCA(n_components=2, random_state=0)	BayesianGaussianMixture(n_components=2, random_state=0)	50	0.25	234	601	282	376	0.5022147730205608	0.0
PCA(n_components=2, random_state=0)	BayesianGaussianMixture(n_components=2, random_state=0)	50	0.5	50	1510	2523	264	0.9418131307000726	0.0
PCA(n_components=2, random_state=0)	BayesianGaussianMixture(n_components=2, random_state=0)	50	0.75	1	3534	47573	28	2.8832749455814546	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=1.0, n_clusters=None)	5	0.1	1	467	164	339	1.2694515464168805	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=1.0, n_clusters=None)	5	0.25	0	654	499	324	1.3114203880683768	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=1.0, n_clusters=None)	5	0.5	0	1388	2163	323	1.3239534647357467	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=1.0, n_clusters=None)	5	0.75	0	4456	28079	334	1.3568251573334529	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=1.0, n_clusters=None)	10	0.1	7	483	140	358	1.1901718937766845	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=1.0, n_clusters=None)	10	0.25	1	689	555	314	1.2193637949529508	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=1.0, n_clusters=None)	10	0.5	0	1500	2576	285	1.2918713386229899	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=1.0, n_clusters=None)	10	0.75	0	5463	42490	293	1.3267830965371457	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=1.0, n_clusters=None)	15	0.1	22	537	178	384	1.0820440527885613	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=1.0, n_clusters=None)	15	0.25	7	754	677	312	1.1491512459826922	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=1.0, n_clusters=None)	15	0.5	1	1585	2833	263	1.235667264336936	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=1.0, n_clusters=None)	15	0.75	0	5817	48611	263	1.3086409968368926	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=1.0, n_clusters=None)	20	0.1	59	533	163	397	0.9790062108103506	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=1.0, n_clusters=None)	20	0.25	25	767	611	355	1.0665932379264165	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=1.0, n_clusters=None)	20	0.5	1	1646	2995	251	1.1813632133489287	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=1.0, n_clusters=None)	20	0.75	0	6005	51919	245	1.2827500622628543	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=1.0, n_clusters=None)	30	0.1	157	514	113	413	0.6689806897720308	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=1.0, n_clusters=None)	30	0.25	82	751	449	412	0.7693939403968819	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=1.0, n_clusters=None)	30	0.5	7	1713	3020	286	1.0506784660984347	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=1.0, n_clusters=None)	30	0.75	1	6292	56931	220	1.2244242882427685	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=1.0, n_clusters=None)	50	0.1	382	325	40	289	0.43070329165654975	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=1.0, n_clusters=None)	50	0.25	234	595	273	379	0.47582915934709774	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=1.0, n_clusters=None)	50	0.5	50	1705	2583	395	0.6894392602544525	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=1.0, n_clusters=None)	50	0.75	1	6736	61817	215	1.1351980197072336	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=10.0, n_clusters=None)	5	0.1	1	80	108	18	9.151195277120907	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=10.0, n_clusters=None)	5	0.25	0	95	221	7	10.61147656563624	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=10.0, n_clusters=None)	5	0.5	0	159	539	7	13.002973921445351	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=10.0, n_clusters=None)	5	0.75	0	405	5187	6	13.636382295738528	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=10.0, n_clusters=None)	10	0.1	7	122	119	35	4.561598764036949	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=10.0, n_clusters=None)	10	0.25	1	157	367	13	4.998778705970058	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=10.0, n_clusters=None)	10	0.5	0	274	1011	7	7.922116085853906	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=10.0, n_clusters=None)	10	0.75	0	639	11313	5	13.480035042640694	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=10.0, n_clusters=None)	15	0.1	22	171	157	50	3.124296028912187	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=10.0, n_clusters=None)	15	0.25	7	216	463	15	3.8651807090458585	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=10.0, n_clusters=None)	15	0.5	1	368	1354	8	4.844332889191694	0.0
PCA(n_components=2, random_state=0)	AgglomerativeClustering(distance_threshold=10.0, n_clusters=None)	15	0.75	0	841	15764	7	10.807140418525462	0.0
